term,term_count,doc_count,concept
percent_of_individuals,8,8,person
percent_payment,8,8,NA
percent_sampling,8,2,NA
percent_small,8,6,NA
percentage_change_apply_calendar,8,8,NA
percentage_cy,8,5,NA
percentage_of_total_payments,8,7,NA
percentage_threshold,8,6,NA
percentile_survey,8,6,NA
percutaneous_mucous_membrane_open,8,4,NA
percutaneous_short_term_external,8,2,NA
perform_evaluation,8,7,NA
perform_function,8,8,NA
perform_initial,8,8,NA
perform_maintenance,8,3,NA
perform_necessary,8,8,NA
perform_risk,8,8,NA
performance_indicator,8,8,NA
performance_levels,8,4,NA
performance_of_abortion,8,4,NA
performance_ordering,8,2,NA
performance_period_data_therefore,8,8,NA
performance_period_labeled,8,2,NA
performance_period_mean,8,3,NA
performance_programs,8,7,NA
performance_quality_performance_category,8,4,NA
performance_threshold_points_mips,8,4,NA
performance_year_starting_january,8,7,NA
performed_certified,8,5,NA
performed_evaluation,8,5,NA
performed_hospital,8,8,NA
performed_least,8,5,NA
performed_patients,8,7,person
performed_service,8,7,NA
performed_state,8,8,NA
perinatal_newborn,8,4,NA
perineal,8,3,NA
period_b,8,7,NA
period_begin,8,7,NA
period_considered,8,7,NA
period_discussion_of,8,8,NA
period_mean,8,8,NA
period_note,8,8,NA
period_preceding,8,8,NA
period_promoting,8,5,NA
period_result,8,8,NA
period_specifically,8,7,NA
period_total,8,8,NA
period_using,8,7,NA
period_within,8,6,NA
period_within_cy_applies,8,2,NA
period_without,8,7,NA
periodically_reviewed,8,8,NA
periods_occur,8,5,NA
periods_proposed,8,8,NA
permanent_cardiac_pacemaker_implant,8,3,NA
permanent_home,8,8,NA
permanent_teeth,8,4,NA
permissible_originating,8,5,NA
permissible_purchases,8,5,NA
permissible_services,8,4,services
permit_us,8,8,NA
permitted_statute,8,8,NA
person_charged,8,8,person
person_community_engagement,8,7,person
person_driven,8,5,person
person_employed_contract_hospital,8,3,person
person_governmental,8,8,person
person_level,8,6,person
person_meeting_spring_cycle,8,3,person
person_person,8,8,person
person_required,8,7,person
person_requires,8,8,person
person_shall_use,8,8,person
person_telephone,8,7,person
person_violates_part,8,8,person
personal_care_attendant,8,6,NA
personal_care_attendants,8,6,NA
personal_care_tasks,8,4,NA
personal_injury,8,8,NA
personal_property_belongings,8,2,NA
personalized_prevention,8,5,NA
personalized_prevention_plan_services,8,7,services
personnel_qualification,8,5,NA
persons_developmental_disabilities,8,8,NA
persons_ownership_control_interest,8,4,NA
person’s_name,8,8,NA
perspective_of,8,8,NA
persuasive,8,7,NA
petitioner_shall,8,3,NA
pffs,8,3,NA
pfs_budget_neutrality,8,7,NA
pfs_consultation_physicians_health,8,6,service_provider
pfs_payments,8,6,NA
pharmacist_dispensing_prescriber,8,4,NA
pharmacological_supports,8,8,services
pharmacy_cost,8,3,NA
pharmacy_medical,8,6,NA
pharmacy_pharmacist,8,8,NA
phase_new,8,6,NA
phobia,8,4,NA
phone_call,8,5,NA
phosphate,8,5,NA
photocopy,8,7,NA
phr,8,7,NA
physiatrist,8,8,NA
physical_presence,8,4,NA
physical_proximity,8,6,NA
physical_safety_of_patient,8,5,safety
physical_social,8,8,NA
physical_speech,8,8,NA
physical_therapy_association,8,3,NA
physically_located,8,6,NA
physician's_compensation,8,4,service_provider
physician's_eligible,8,4,service_provider
physician's_licensed,8,5,service_provider
physician's_office_setting_effective,8,5,service_provider
physician's_orders,8,7,service_provider
physician's_services,8,8,service_provider
physician's_verbal,8,6,service_provider
physician_assistants_nurse_practitioners,8,8,service_provider
physician_assistants_pas,8,8,service_provider
physician_board,8,7,service_provider
physician_certifies,8,6,service_provider
physician_direct,8,6,service_provider
physician_entity,8,8,service_provider
physician_performs,8,8,service_provider
physician_practice_agreement_advanced,8,5,service_provider
physician_present,8,6,service_provider
physician_provides,8,7,service_provider
physician_referring,8,7,service_provider
physician_s,8,8,service_provider
physician_staff,8,8,service_provider
physician_supplier,8,7,service_provider
physician_work_time,8,8,service_provider
physicianfeesched,8,8,service_provider
physicians_defined,8,8,service_provider
physicians_entities,8,6,service_provider
physicians_groups,8,7,service_provider
physicians_health,8,8,service_provider
physicians_nurse_practitioners,8,5,service_provider
physicians_pas,8,5,service_provider
physicians_teaching_hospitals,8,4,service_provider
pihp_also,8,8,NA
pihp_comply,8,7,NA
pihp_functions,8,7,NA
pihp_funds,8,8,NA
pihp_name,8,4,NA
pihp_receives,8,7,NA
pihp_regions,8,5,NA
pihps_providers,8,7,service_provider
pihps_responsible,8,8,NA
pihp’s_cmhsp’s,8,5,NA
pilots,8,5,NA
placed_waiting_list,8,8,NA
plan_also,8,8,NA
plan_annual,8,7,NA
plan_appropriate,8,8,NA
plan_change,8,5,NA
plan_continue_working_aspe,8,8,NA
plan_determined,8,6,NA
plan_documented,8,3,NA
plan_ensure,8,8,NA
plan_id_number_replace,8,8,NA
plan_iep,8,6,NA
plan_monitoring,8,8,NA
plan_must_identify,8,7,NA
plan_perform_dry_run,8,3,NA
plan_re,8,8,NA
plan_risk_assessment_policies,8,8,assessment
plan_s,8,4,NA
plan_state,8,8,NA
planned_interventions,8,6,NA
plans_conduct,8,7,NA
plans_least,8,7,NA
plans_participate_agree_process,8,6,NA
plans_required,8,3,NA
plans_state,8,7,NA
plan’s,8,6,NA
plausible,8,8,NA
play_major_role_health,8,8,NA
please_indicate,8,6,NA
please_see_section_of,8,8,NA
plenum,8,4,NA
ples,8,3,NA
plus_neutrality_modifier,8,4,NA
pneumococcal_disease,8,5,NA
pneumonia_mortality_measure_nqf,8,4,NA
pneumonia_readmission_measure_nqf,8,4,NA
po's_governing_body,8,4,NA
po_modifier,8,5,NA
pocket,8,6,NA
podiatric_e_m_visits,8,3,NA
point_of_sale_pos,8,6,NA
points_mips_payment_year,8,5,NA
points_reduction_of,8,8,NA
policies_compliance_protocols,8,6,NA
policies_continue,8,8,NA
policies_finalizing_final_rule,8,8,NA
policies_mips_payment_year,8,6,NA
policies_payment_rates,8,8,NA
policies_performance,8,7,NA
policies_procedures_position_hourly,8,6,NA
policies_relating,8,8,NA
policies_result,8,8,NA
policy_address,8,8,NA
policy_adopt,8,8,NA
policy_applied,8,5,NA
policy_effect,8,7,NA
policy_estimate,8,8,NA
policy_guidance,8,7,NA
policy_impact,8,6,NA
policy_increase,8,7,NA
policy_packaged_drug_apc,8,6,NA
policy_packaged_drugs_divided,8,8,NA
policy_regulatory,8,8,NA
policy_research,8,7,NA
polysaccharide_vaccines_may_administered,8,7,NA
poppy,8,2,NA
popular_name_act_schedule,8,5,NA
population_public_health,8,7,NA
populations_covered,8,6,NA
portable_x_ray_supplier,8,5,NA
portfolio,8,6,NA
portion_of_case,8,5,NA
ports,8,5,NA
pos_provide,8,8,NA
pos_required,8,7,NA
poses_serious,8,8,NA
positive_adjustments,8,6,NA
positive_behavioral_supports_interventions,8,6,services
positive_neutral,8,6,NA
positron_emission_tomography,8,2,NA
possess_use,8,6,NA
possible_fraud,8,8,NA
possible_use,8,8,NA
post_audit,8,5,NA
post_enrollment_site_visits,8,4,NA
post_op,8,7,NA
post_stabilization_care_services,8,4,services
postdoctoral,8,4,NA
posted_hospital,8,7,NA
postpartum_condition,8,2,NA
postservice_time,8,6,NA
potential_alternatives,8,7,NA
potential_enrollees_enrollees,8,4,NA
potential_improvements,8,7,NA
potential_increase,8,8,NA
potential_liability,8,8,NA
potential_measures,8,8,NA
potential_pace,8,6,NA
potential_revisions,8,8,NA
power_wheelchair,8,6,NA
power_wheelchairs,8,6,NA
pps_exempt,8,8,NA
pps_grouper,8,5,NA
pqrs_physician,8,8,service_provider
pra_u.s.c,8,8,NA
pract,8,6,NA
practical_matter,8,8,NA
practical_nurses,8,8,NA
practical_training,8,6,NA
practice_changes,8,8,NA
practice_health_profession,8,4,NA
practice_including,8,8,NA
practice_nursing,8,8,NA
practice_occupational_therapy_assistant,8,4,NA
practice_proposed,8,8,NA
practice_report,8,3,NA
practice_s,8,6,NA
practitioner_chapter_of_manual,8,5,service_provider
practitioner_collaborating,8,2,service_provider
practitioner_licensed,8,7,service_provider
practitioners_choose,8,4,service_provider
practitioners_physicians,8,8,service_provider
prayer,8,8,NA
pre_booking,8,3,NA
pre_determined,8,7,NA
pre_mdc,8,4,NA
pre_submission,8,7,NA
pre_term,8,5,NA
preamble_language,8,6,NA
preclusion_of,8,4,NA
predecessor_procedure,8,2,NA
prediction_model,8,4,NA
predictor_of,8,7,NA
preferred_counsel,8,2,NA
pregnancy_result,8,4,NA
premature_delivery,8,6,NA
premised,8,8,NA
premises_of_applicant_licensee,8,5,NA
prerelease_plan,8,2,NA
prescribed_drug,8,6,NA
prescribed_drugs,8,7,NA
prescribed_rules,8,8,NA
prescribed_section_of_act,8,8,NA
prescriber_agent,8,5,NA
prescriber_patient,8,5,person
prescribing_provider,8,7,service_provider
prescription_dispensed,8,5,NA
prescription_drugs_dispensed,8,4,NA
prescription_opioids,8,5,NA
prescription_prescription,8,7,NA
prescriptions_queried_drug_formulary,8,6,NA
prescriptive_authority,8,6,NA
prescriptive_requirements,8,7,NA
presence_emergency_patient,8,6,person
present_hearing,8,6,NA
presented_preamble,8,4,NA
preservice_evaluation_postservice_time,8,4,NA
preservice_intraservice_postservice,8,7,NA
preservice_time_packages_services,8,4,services
presidential,8,6,NA
presume,8,8,NA
presumptive_payment,8,3,NA
prevent_potential,8,7,NA
prevent_provision_of,8,7,NA
preventative_dental,8,4,NA
preventing_treating,8,6,NA
prevention_direct,8,6,NA
previous_agreement,8,5,NA
previous_analysis,8,7,NA
previous_comment_periods.html,8,5,NA
previous_cost,8,6,NA
previous_fiscal,8,8,NA
previous_policy,8,8,NA
previously_paid,8,8,NA
previously_reviewed,8,7,NA
previously_used_frames,8,4,NA
price_information,8,4,NA
price_scope,8,6,NA
pricing_approach,8,7,NA
primarily_intended,8,8,NA
primary_care_clinician,8,6,service_provider
primary_care_non_procedural,8,4,NA
primary_care_physician_pcp,8,8,service_provider
primary_care_visits,8,7,NA
primary_caregiver_s,8,6,NA
primary_pci_received_within,8,8,NA
primary_purpose_of_providing,8,8,NA
primary_service_area,8,2,local_area
print_name,8,6,NA
prior_authorization_policies,8,7,NA
prior_authorizations,8,8,NA
prior_billing_medicaid,8,8,NA
prior_change,8,6,NA
prior_changes,8,7,NA
prior_current,8,7,NA
prior_expiration,8,8,NA
prior_fiscal_years,8,7,NA
prior_home_health_admission,8,3,NA
prior_implementing,8,8,NA
prior_month,8,5,NA
prior_proposing,8,8,NA
prior_receiving,8,6,NA
priority_of,8,8,NA
priority_of_promoting_effective,8,8,NA
prisoner_shall,8,4,NA
private_contracts,8,3,NA
private_duty_nursing_prior,8,8,NA
private_home,8,8,NA
privileged_communications,8,4,NA
probate_code,8,6,NA
probes,8,6,NA
problem_list_medication_list,8,4,NA
problem_prone,8,5,NA
problem_solve,8,8,NA
problems_medications_medication_allergies,8,3,NA
procedure_edits,8,4,NA
procedure_including,8,6,NA
procedure_reported_claim_yes,8,2,NA
procedure_specific,8,7,NA
procedure_therefore,8,8,NA
procedure_times,8,5,NA
procedure_typically,8,8,NA
procedures_communication_plan_revising,8,8,NA
procedures_covered,8,7,NA
procedures_cpt,8,6,NA
procedures_described_cpt_codes,8,7,NA
procedures_determine,8,8,NA
procedures_drug,8,6,NA
procedures_follow,8,7,NA
procedures_incorporate,8,8,NA
procedures_regarding,8,8,NA
procedures_upon,8,6,NA
procedures_well,8,8,NA
process_additional,8,6,NA
process_allows,8,8,NA
process_changes,8,7,NA
process_completed,8,7,NA
process_determine,8,8,NA
process_electronic,8,8,NA
process_following,8,8,NA
process_fr,8,7,NA
process_include,8,8,NA
process_incorporate,8,7,NA
process_making,8,8,NA
process_na,8,3,NA
process_note,8,8,NA
process_reviewing,8,8,NA
process_whereby,8,8,NA
processes_strategies_evidentiary_standards,8,5,NA
processing_storage,8,5,NA
procurement_processes,8,6,NA
product_of_three_factors,8,8,NA
production_data,8,3,NA
products_available,8,8,NA
products_described,8,6,NA
professional_corporations,8,2,NA
professional_license,8,5,NA
professional_service_corporation,8,2,NA
professionals_eps,8,8,NA
professionals_provide,8,8,NA
proficiency_performing,8,8,NA
program's_regulations,8,8,NA
program_activity,8,8,NA
program_chip,8,7,NA
program_department_of_health,8,8,NA
program_effective,8,7,NA
program_except,8,8,NA
program_f,8,7,NA
program_instructions,8,5,NA
program_integrity_issues,8,6,NA
program_may_continue_made,8,8,NA
program_mips,8,7,NA
program_particular,8,8,NA
program_patient_abuse,8,8,person
program_receive,8,7,NA
program_require,8,8,NA
program_resources,8,8,NA
program_review_division_via,8,8,NA
program_scope,8,7,NA
program_section_of_act,8,8,NA
program_specifically,8,8,NA
program_subsequent_years,8,7,NA
programs_can,8,8,NA
programs_ensure,8,7,NA
programs_reporting,8,7,NA
programs_sought,8,8,NA
programs_within,8,8,NA
program’s,8,6,NA
prohibited_federal,8,8,NA
project_conducted,8,6,NA
projected_aggregate,8,7,NA
projected_cost,8,7,NA
projected_fy,8,4,NA
proliferation_of,8,5,NA
prolonged_office_outpatient_evaluation,8,6,services
promote_efficient,8,8,NA
promote_high_quality,8,8,NA
promote_interoperability,8,6,NA
promote_public,8,7,NA
promotions,8,8,NA
promptly_without_undue_delay,8,5,NA
promulgates_final_rule_imposes,8,8,NA
promulgating_rules,8,7,NA
proper_functioning,8,8,NA
proportion_of_eps_meaningful,8,6,NA
proportion_of_payment_amount,8,8,NA
proposal_add_rule_consideration,8,8,NA
proposal_believe,8,8,NA
proposal_included,8,8,NA
proposal_intended,8,8,NA
proposal_modification,8,8,NA
proposal_reduce,8,8,NA
proposal_remove_measure_hospital,8,6,NA
proposals_included,8,8,NA
propose_finalize,8,8,NA
proposed_add_definition_of,8,6,NA
proposed_apc_assignments,8,7,NA
proposed_applied,8,6,NA
proposed_basic,8,5,NA
proposed_certain,8,8,NA
proposed_changes_requirements,8,6,NA
proposed_consolidate,8,8,NA
proposed_core,8,7,NA
proposed_deadline,8,5,NA
proposed_december,8,2,NA
proposed_eol,8,3,NA
proposed_finalized_rulemaking,8,8,NA
proposed_follow,8,6,NA
proposed_identify,8,6,NA
proposed_instead,8,7,NA
proposed_maximum,8,6,NA
proposed_measure_denominator,8,5,NA
proposed_methodology_calculating,8,8,NA
proposed_option,8,7,NA
proposed_packaging,8,7,NA
proposed_pilot,8,2,NA
proposed_re_designate_existing,8,5,NA
proposed_recent_data_subsequently,8,4,NA
proposed_rename,8,7,NA
proposed_revised_ms_drgs,8,4,NA
proposed_rule_fr_beginning,8,8,NA
proposed_rule_fr_consistent,8,8,NA
proposed_rule_fr_provided,8,8,NA
proposed_rule_include,8,8,NA
proposed_rule_note,8,8,NA
proposed_rule_outlined,8,8,NA
proposed_rule_require_home,8,3,NA
proposed_rule_require_hospitals,8,3,NA
proposed_rule_requires_home,8,4,NA
proposed_spades,8,4,NA
proposed_weight,8,7,NA
prosecution_of,8,6,NA
prospective_randomized,8,3,NA
prospective_year,8,7,NA
prosthetic_orthotic,8,7,NA
protected_section,8,6,NA
protections_afforded,8,6,NA
proton_beam,8,4,NA
proton_treatment,8,2,services
proven_burdensome,8,8,NA
provide_acos,8,5,NA
provide_annual,8,8,NA
provide_beneficiary,8,7,person
provide_better,8,7,NA
provide_case_management_services,8,6,service_coordination
provide_complete,8,7,NA
provide_continued,8,8,NA
provide_directly,8,7,NA
provide_education_obtain_consent,8,8,NA
provide_high,8,8,NA
provide_initial,8,8,NA
provide_inpatient,8,8,services
provide_local,8,8,NA
provide_mdhhs,8,8,NA
provide_pace,8,6,NA
provided_administrative,8,8,NA
provided_arrangement,8,5,NA
provided_assist,8,8,NA
provided_clinical,8,4,NA
provided_cmhcs,8,5,NA
provided_date_of_service,8,4,NA
provided_day,8,8,NA
provided_mhp,8,8,NA
provided_non,8,8,NA
provided_one,8,8,NA
provided_physician_removal_of,8,2,service_provider
provided_section_history_act,8,7,NA
provided_significant,8,7,NA
provided_supervision,8,7,NA
provided_us,8,8,NA
provider's_charge,8,7,service_provider
provider's_office,8,6,service_provider
provider_bills,8,7,service_provider
provider_credentialing,8,8,service_provider
provider_determines,8,7,service_provider
provider_documentation,8,8,service_provider
provider_due,8,6,service_provider
provider_e.g,8,8,service_provider
provider_education_refinement_of,8,6,train_plan
provider_given,8,7,service_provider
provider_located,8,5,service_provider
provider_loop,8,6,service_provider
provider_must_demonstrate,8,7,service_provider
provider_must_use,8,8,service_provider
provider_notified,8,8,service_provider
provider_nursing,8,8,service_provider
provider_performing,8,8,service_provider
provider_responsible_eligibility_verification,8,8,service_provider
provider_s,8,8,service_provider
provider_site,8,8,service_provider
provider_supplier_categories,8,4,service_provider
providers_able,8,8,service_provider
providers_believe,8,8,service_provider
providers_expected,8,8,service_provider
providers_first,8,8,service_provider
providers_furnish,8,6,service_provider
providers_implement,8,8,service_provider
providers_providing,8,7,service_provider
providers_seeking,8,7,service_provider
providers_unable,8,8,service_provider
providers_via,8,6,service_provider
providersupport_michigan.gov,8,6,service_provider
provider’s_cost,8,7,service_provider
provider’s_npi,8,6,service_provider
provides_enacting_section_amendatory,8,5,NA
provides_hospitals,8,8,NA
provides_information_timely_capability,8,2,NA
provides_secretary_may_establish,8,6,NA
provides_summary,8,6,NA
provides_temporary,8,8,NA
provides_written,8,8,NA
providing_clinical,8,7,NA
providing_dental,8,7,NA
providing_hospice,8,7,NA
providing_patient_care,8,8,person
providing_public_comment_period,8,8,NA
province,8,6,NA
provision_of_addition_adjustment,8,8,NA
provision_of_services_supports,8,7,services
provision_part,8,7,NA
provision_shall,8,8,NA
provisions_affect,8,7,NA
provisions_contained,8,8,NA
provisions_discussed,8,8,NA
provisions_however,8,8,NA
provisions_included_final_rule,8,8,NA
provisions_of_act_of,8,4,NA
provisions_well,8,8,NA
proximate,8,8,NA
proxy_based,8,6,NA
proxy_value_based_incentive,8,3,NA
prtf_must,8,4,NA
psc,8,7,NA
psi_patient,8,7,person
psychiatric_consultant_directed_treating,8,3,NA
psychiatric_hospitals_units,8,8,NA
psychological_tests,8,7,NA
psychologist's,8,4,NA
psychosocial_well_of_resident,8,7,NA
psychotherapy_minutes,8,2,NA
psychotropic,8,5,NA
pts_ots_slps,8,6,NA
pub_l_enacted,8,8,NA
public_act_of,8,5,NA
public_comment_whether_account,8,7,NA
public_comments_finalizing_policy,8,8,NA
public_comments_received_believe,8,8,NA
public_comments_received_determined,8,8,NA
public_comments_regarding_proposed,8,8,NA
public_comments_related,8,8,NA
public_comments_related_burden,8,8,NA
public_dental_clinic,8,2,NA
public_health_agencies_clinical,8,6,NA
public_health_code_operational,8,8,NA
public_health_department_of,8,3,NA
public_health_issues,8,7,needs
public_health_see_e.r.o,8,3,NA
public_key_stakeholders_important,8,8,NA
public_laws,8,6,NA
public_meeting,8,7,NA
public_nonpublic,8,7,NA
public_opportunity,8,7,NA
public_park,8,2,NA
public_reporting_of_data,8,8,NA
public_sanitary_sewer_system,8,3,NA
publically_available,8,5,NA
publication_of_cy_opps,8,8,NA
publication_of_medicare,8,4,NA
publicity,8,7,NA
publicizing,8,6,NA
published_bureau,8,6,NA
pulse_oximeter,8,5,NA
punitive,8,7,NA
punitive_action,8,8,NA
pupils,8,5,NA
purchase_implement,8,8,NA
purpose_of_achieving,8,7,NA
purpose_of_assisting,8,8,NA
purpose_of_conducting,8,7,NA
purpose_of_cost_estimate,8,3,NA
purpose_of_treating,8,8,NA
purposes_of_calculating_proposed,8,6,NA
purposes_of_home_dialysis,8,5,NA
purposes_of_impact_analysis,8,4,NA
purposes_of_medicare_payment,8,8,NA
py_reduced,8,2,NA
qa,8,8,NA
qaa,8,3,NA
qaaf,8,4,NA
qaap_tax,8,2,NA
qapip_must,8,7,NA
qas_payments,8,2,NA
qcdr_measure_harmonization,8,6,NA
qcdr_measure_testing,8,4,NA
qcdr_measures_approved,8,7,NA
qcdr_measures_mips_cqms,8,4,NA
qp_thresholds,8,7,NA
qrda_category,8,7,NA
qrp_manual.html,8,5,NA
quadrachorionic_quadra_amniotic,8,2,NA
quadruplet_pregnancy,8,2,NA
qualification_of,8,8,NA
qualifications_defined,8,8,NA
qualifications_rule,8,7,NA
qualified_audiologists_clinical_psychologists,8,4,NA
qualified_education_training_experience,8,8,NA
qualified_employers,8,2,NA
qualified_entity,8,4,NA
qualified_infectious,8,4,NA
qualified_nonphysician,8,7,service_provider
qualified_pharmacy_technician,8,3,NA
qualified_practitioners,8,8,service_provider
qualified_registry_must_conduct,8,2,NA
qualifies_outlier_payment,8,6,NA
qualify_exclusion,8,5,NA
qualify_rrc,8,6,NA
qualifying_apm,8,8,NA
qualifying_apm_participant_qp,8,6,NA
quality_assurance_assessment_authorized,8,3,assessment
quality_assurance_assessments,8,6,assessment
quality_care_addition_seek,8,8,NA
quality_data_reporting_program,8,6,NA
quality_data_via_medicare,8,4,NA
quality_delivery,8,7,NA
quality_id,8,2,NA
quality_improvement_evaluation_system,8,8,NA
quality_improvement_reduction_of,8,6,NA
quality_indicator,8,7,NA
quality_measure_pressure_ulcers,8,3,NA
quality_measures_selected,8,8,NA
quality_of_care_issue,8,4,NA
quality_of_care_reviews,8,7,NA
quality_of_care_services,8,8,services
quality_patient_care,8,7,person
quality_payment_program_icrs,8,7,NA
quality_ratings,8,8,NA
quality_reporting_period_extended,8,5,NA
quality_reporting_requirements_shared,8,5,NA
quality_review,8,7,NA
quality_tiering_methodology_cy,8,4,NA
qualityinitiativesgeninfo_mmf_general_info,8,7,NA
quantitative_effects_of,8,4,NA
questions_comments,8,7,NA
r.a,8,6,NA
racs,8,3,NA
radiation_machine_facility_radiation,8,2,NA
radioactive_materials,8,5,NA
radiopharmaceuticals_cy,8,8,NA
random_targeted,8,6,NA
randomised,8,3,NA
ranged_percent,8,7,NA
ranges_hours,8,6,NA
rap_payments,8,2,NA
rapid_beneficial_resolution_of,8,8,NA
rarss_must,8,6,NA
rarss_notify,8,6,NA
rate_add,8,6,NA
rate_applicable,8,7,NA
rate_change,8,8,NA
rate_initial,8,5,NA
rate_of_progress,8,8,NA
rate_outpatient_colonoscopy,8,4,services
rate_payments,8,7,NA
rate_setting_purposes,8,6,NA
rates_fy,8,7,NA
rates_using,8,8,NA
rates_wage,8,6,NA
ratesetting_claims,8,7,NA
rather_proposed,8,8,NA
rather_state,8,7,NA
ratio_across,8,8,NA
rays_cfr,8,8,NA
rc,8,7,NA
re_enroll,8,6,NA
reactivation,8,5,NA
reactors,8,3,NA
read_notice_carefully_need,8,8,NA
readability,8,7,NA
readers_cy_opps_final,8,8,NA
readmission_measure_hh_qrp,8,5,NA
readmissions_adjustment,8,6,NA
readmissions_within,8,7,NA
readmit,8,4,NA
reapply,8,8,NA
reapplying,8,7,NA
reason_termination,8,8,NA
reasonable_cost_based_payment,8,5,NA
reasonable_estimate,8,6,NA
reasonable_historical_cost_assumptions,8,4,NA
reasonable_opportunity,8,6,NA
reasonably_achieve,8,5,NA
reasonably_interpreted,8,8,NA
reasons_discussed_section_of,8,8,NA
reasons_explained,8,8,NA
rebased_revised_ipps_operating,8,8,NA
rebuttal_statement,8,3,NA
receive_counseling,8,7,NA
receive_dsh,8,6,NA
receive_ehr_incentive_payment,8,6,NA
receive_immunization_data,8,6,NA
receive_least_one,8,7,NA
receive_medically,8,8,NA
receive_outlier,8,8,NA
receive_patients,8,7,person
receive_points,8,5,NA
receive_reduced,8,8,NA
receive_requests,8,8,NA
receive_score,8,8,NA
receive_visitors,8,8,NA
receive_wage,8,8,NA
received_accreditation,8,6,NA
received_applications,8,8,NA
received_beneficiary,8,6,person
received_can_document_completion,8,3,NA
received_cy,8,8,NA
received_fda,8,5,NA
received_feedback_stakeholders,8,8,NA
received_proposed,8,8,NA
receives_incentive_payment,8,4,NA
receives_medicaid,8,7,NA
receives_medicare,8,5,NA
receiving_incentive,8,8,NA
receiving_party_of_transition,8,3,NA
recent_available_data_time,8,4,NA
recent_claims,8,7,NA
recent_complete,8,7,NA
recent_performance,8,5,NA
recent_version_of_electronic,8,2,NA
recently_made,8,6,NA
reclassifications_adjustments,8,5,NA
reclassify_rural,8,5,NA
recognized_opps,8,5,NA
recommendation_cms,8,7,NA
recommendations_cms,8,8,NA
recommendations_department,8,8,NA
recommendations_of_advisory_committee,8,6,NA
recommended_community,8,4,NA
recommended_use,8,8,NA
recommended_value,8,8,NA
reconciliation_settlement,8,6,NA
record_check,8,6,NA
record_following,8,4,NA
record_may,8,7,NA
records_applicable,8,4,NA
recoveries_of_overpayments,8,4,NA
recovery_based,8,8,NA
recovery_policy,8,6,NA
recurring_biennially,8,2,NA
redesign_of,8,6,NA
redesigned,8,7,NA
reduce_incidence,8,8,NA
reduce_possibility,8,8,NA
reduce_provider,8,8,service_provider
reduce_total,8,7,NA
reduced_fy,8,5,NA
reducing_administrative,8,8,NA
reducing_health_disparities_want,8,8,NA
reduction_cost,8,7,NA
reduction_medicare,8,8,NA
reduction_time,8,6,NA
reductions_payments,8,7,NA
redundancies,8,8,NA
redundant_duplicative,8,7,NA
reed,8,6,NA
reenroll,8,6,NA
reevaluate_apc,8,8,NA
reevaluation,8,7,NA
reexamined,8,8,NA
refer_maternal_infant_health,8,5,NA
refer_medical_supplier_chapter,8,8,NA
refer_prior_authorization_subsection,8,8,NA
refer_readers_discussion_fy,8,7,NA
reference_specific,8,7,NA
referenced_paragraph_of_section,8,2,NA
referral_follow,8,7,NA
referral_linking,8,7,NA
referral_procedures,8,8,NA
referral_source,8,8,NA
referrals_clinical_laboratory_services,8,6,services
referrals_must,8,8,NA
referred_physician,8,7,service_provider
referred_services,8,8,services
referring_physicians,8,7,service_provider
refers_individual,8,7,NA
refers_patient_another_provider,8,3,service_provider
refilled,8,6,NA
refined_measure,8,4,NA
refined_stroke_mortality_rate,8,3,NA
reflect_changes_percentage_of,8,7,NA
reflect_fact,8,7,NA
reflect_performance,8,7,NA
reflected_cy,8,7,NA
reflected_tables,8,7,NA
reflects_average,8,8,NA
reflects_costs,8,8,NA
reflects_effects,8,8,NA
reflects_percent,8,8,NA
reflects_updated,8,6,NA
refund_agreement,8,5,NA
refunded,8,8,NA
regarding_availability,8,8,NA
regarding_concern,8,6,NA
regarding_cost,8,8,NA
regarding_new,8,8,NA
regarding_patient's,8,8,person
regarding_returning_community,8,5,NA
regarding_services_supports,8,5,services
regarding_specific,8,7,NA
regional_adjustment,8,5,NA
registered_nurse's,8,5,NA
registered_nurse_aprn,8,8,NA
registered_part,8,8,NA
registrant_licensee,8,2,NA
registrants,8,7,NA
registrar_may,8,7,NA
registration_information,8,4,NA
registration_prior_surgery_procedure,8,2,NA
registries_hr,8,3,NA
registry_data,8,4,NA
regression_analysis,8,7,NA
regulation_also,8,8,NA
regulations_addition,8,8,NA
regulations_applicable,8,7,NA
regulations_cfr_part_subpart,8,8,NA
regulations_incorporate,8,8,NA
regulations_reflect,8,8,NA
regulations_rule_rule_rule,8,7,NA
regulations_sections,8,7,NA
regulations_shall,8,6,NA
regulations_subpart,8,8,NA
regulators,8,8,NA
regulatory_approaches_maximize_net,8,8,NA
regulatory_compliance,8,7,NA
regulatory_definition,8,8,NA
regulatory_provisions_promote_program,8,6,NA
rehabilitation_facilities_corfs,8,8,NA
reimbursed_separately,8,6,NA
reimbursement_limits,8,8,NA
reimbursement_medical_surgical_hospitals,8,4,NA
reimbursement_system,8,7,NA
reintegration,8,8,NA
reinvestment,8,6,NA
rejection_of,8,8,NA
relapses,8,7,NA
related_appeals,8,6,NA
related_application,8,8,NA
related_charges,8,7,NA
related_compliance,8,6,NA
related_costs_applicable_furnishing,8,8,NA
related_emergency,8,8,NA
related_improving,8,8,NA
related_opioid,8,7,NA
related_primary_reason_beneficiary,8,5,person
related_progressively_debilitating_physical,8,4,NA
related_terminal_illness_related,8,5,NA
relational_dynamics,8,8,NA
relative_current,8,7,NA
