term,term_count,doc_count
excluded_areas,8,3
excluded_calculation_of,8,8
excluded_cancer,8,5
excluded_prospective,8,6
excluding_network,8,4
exclusion_available,8,8
executive_order_entitled_reducing,8,8
executive_orders,8,6
exempted_application,8,8
exempting,8,7
exemption_sec,8,8
exercise_authority,8,8
existing_burden,8,7
existing_medical,8,8
existing_patient,8,5
existing_practice,8,6
existing_repayment_mechanism_amount,8,2
existing_standard,8,7
existing_statutory,8,8
expandable,8,5
expanded_use,8,8
expect_ltc,8,2
expect_see,8,8
expected_continue,8,7
expected_hospital,8,6
expected_occur,8,7
expected_patient,8,8
expected_specialty,8,4
expected_value,8,5
expenditures_medicare,8,8
expenditures_resulting,8,6
experience_education,8,7
experience_may,8,8
experience_measures,8,7
experience_related,8,6
experience_shown,8,8
experiment,8,6
expert_stakeholders,8,8
explain_section,8,8
explained_interim_final_rule,8,7
explicitly_include,8,7
express_implied,8,5
expressed_concern_regarding,8,8
expressed_general,8,5
expressed_interest,8,8
expressed_percentage,8,8
expression,8,8
expression_of,8,8
expression_political_beliefs_disability,8,8
expressiveness,8,7
extant,8,8
extending_imputed_floor_policy,8,5
extends_beyond,8,7
extension_of_timeframes,8,7
extensive_review,8,8
extensive_support,8,5
extensive_testing,8,8
exterior_stairs,8,5
exterior_walls,8,7
external_beam,8,8
external_beam_radiation,8,3
external_data_sources,8,5
external_electrocardiographic,8,3
external_electrocardiographic_recording_hours,8,2
external_infusion_pumps_local,8,6
external_quality_review_organization,8,5
external_source,8,4
extirpation_of_matter_left,8,5
extirpation_of_matter_right,8,6
extraocular,8,2
extremely_unlikely,8,8
extremity_w_o_w,8,2
eyeglass,8,5
eyeglasses_contact_lenses,8,4
f_g_h,8,7
face_ears_eyelids_nose,8,5
face_evaluation,8,6
face_face_contacts,8,8
face_face_encounter_patient,8,8
face_face_visit_physician,8,4
face_face_visit_within,8,7
facilitate_communication,8,8
facilitate_coordination,8,8
facilitation,8,8
facilities_comply,8,7
facilities_document,8,6
facilities_flexibility,8,8
facilities_medicare_reporting_recordkeeping,8,6
facilities_operated,8,8
facilities_physicians,8,7
facilities_provided,8,8
facilities_providing,8,8
facilities_submit,8,7
facilities_total,8,8
facility's_control,8,7
facility_acquisition,8,5
facility_address,8,8
facility_admission,8,7
facility_covered,8,7
facility_determined,8,6
facility_distinct,8,8
facility_flexibility,8,8
facility_hours,8,8
facility_include,8,8
facility_location_revising_rule,8,8
facility_nf,8,7
facility_organization,8,5
facility_per_diem_rate,8,8
facility_receive,8,8
facility_reimbursement,8,7
facility_risk_standardized,8,4
facility_settings,8,5
facility_settlement_system,8,4
facility_space,8,6
factor_capital,8,3
factor_equal,8,8
factor_equal_estimated_proportion,8,3
factor_of_calculation_of,8,4
factor_percent,8,7
factors_include,8,8
factors_secretary_determines_appropriate,8,7
factors_therefore,8,8
failing_demonstrate_meaningful_use,8,7
failure_obtain,8,6
fallen,8,7
falls_outside,8,8
falls_risk,8,4
falsification,8,7
families_children,8,8
family_centered_care,8,6
family_child,8,8
family_general,8,6
family_independence,8,6
family_member_s_caregiver,8,2
family_members_friends,8,8
family_needs,8,8
family_of_apcs,8,2
farmington_hills_mi,8,5
favoring,8,7
fda_stated,8,2
february_march,8,6
federal_certification,8,6
federal_fiscal_year_hospital,8,4
federal_government_well_medicare,8,6
federal_match,8,8
federal_payment_rate_consistent,8,5
federal_payment_rate_payment,8,4
federal_program,8,8
federal_rate_payments_based,8,4
federal_state_funds,8,7
federal_state_funds_understand,8,8
federal_state_health_care,8,5
federal_state_regulations,8,8
federally_recognized,8,8
fee_service_enrollees,8,3
feedback_hospitals,8,8
feeds,8,8
fees_charged,8,7
felonies,8,8
felony_convictions,8,6
females,8,7
fewer_clinicians,8,7
fewer_eligible_cases,8,2
ffs_fee,8,8
ffs_providers,8,7
fhir,8,7
field_test,8,7
field_tested,8,4
fifteen,8,7
fifty,8,8
file_called,8,8
file_grievances,8,8
file_home,8,8
filed_court,8,5
filed_received,8,8
files_used,8,6
filing_cost,8,8
filing_reconsideration,8,8
fill_program’s,8,2
filtering,8,3
final_approval,8,8
final_cy_payment_rates,8,8
final_median,8,4
final_rule_available_internet,8,6
final_rule_comment,8,7
final_rule_discuss_proposal,8,7
final_rule_discuss_proposed,8,7
final_rule_estimate_impact,8,2
final_rule_explained,8,8
final_rule_finalized_proposed,8,8
final_rule_fr_subsequent,8,8
final_rule_implementing,8,6
final_rule_proposed_fy,8,8
final_rule_refer_readers,8,8
final_rule_reflects,8,8
final_rule_set_forth,8,8
final_rules_comment_period,8,8
final_score_hierarchy,8,2
final_wage_index_fy,8,3
final_wage_index_value,8,4
final_work,8,7
final_year_of,8,8
finality_of,8,6
finalize_proposals,8,8
finalized_addition,8,8
finalized_definition,8,7
finalized_last,8,8
finalized_policies_regarding,8,8
finalized_use,8,8
finalized_without,8,8
finalizing_addition_of,8,8
finalizing_definition_of,8,7
finalizing_paragraph,8,5
finalizing_proposal_add_diagnosis,8,8
finalizing_proposal_amend_rule,8,8
finalizing_proposal_assign,8,8
finalizing_proposal_cy,8,7
finalizing_proposal_maintain,8,8
finalizing_proposal_remove_requirement,8,5
finalizing_ruc,8,8
finalizing_without_modification_proposal,8,8
finally_agree,8,8
finally_considered,8,8
finally_discussed,8,8
finally_noted,8,8
finances,8,8
financial_arrangement,8,7
financial_hardship,8,6
financial_reward,8,7
financial_status_report,8,7
financial_transactions,8,8
financing_fees,8,4
financing_of,8,8
find_cases,8,7
finding_individual,8,6
findings_results,8,4
fine_subdivision,8,2
fire_safety_board,8,6
first_column_of,8,8
first_contact,8,6
first_day_of_ehr,8,4
first_factor,8,7
first_half,8,8
first_list_of,8,5
first_meeting,8,7
first_month,8,7
first_period,8,7
first_response,8,5
first_sentence,8,8
first_study,8,6
first_treatment,8,5
first_year_of_meaningful,8,3
fis_macs,8,2
fiscal_agencies,8,8
fitness,8,7
five_business,8,4
five_facilities,8,6
five_sixths_of,8,8
five_states,8,7
five_total,8,2
fixed_amount,8,8
fixed_effects,8,5
fixed_loss_amount_hco,8,3
fixed_mobile,8,3
flag,8,8
flexibility_tension,8,4
flexible_options,8,5
floor_budget_neutrality_adjustment,8,4
floor_fy,8,6
floor_plan,8,8
floor_pre_reclassified_hospital,8,7
fluorescent,8,7
fluorouracil,8,2
flushing,8,6
foam,8,6
foc_form,8,4
focus_areas,8,6
focus_high,8,8
focus_meaningful,8,8
focused_studies,8,3
fold,8,8
follow_identified_issues_post,8,7
follow_medicaid,8,8
follow_service,8,5
followed_contrast_material_s,8,7
following_activities,8,7
following_chronic_obstructive_pulmonary,8,6
following_colonoscopy,8,2
following_comment,8,8
following_enrollment,8,5
following_exceptions,8,7
following_factors,8,8
following_functions,8,8
following_general,8,8
following_hearing,8,8
following_procedures,8,7
following_psychiatric,8,7
following_settings,8,8
following_six,8,8
following_subsections,8,8
following_surgery,8,5
following_voting,8,8
following_web,8,7
following_year's,8,7
follows_first,8,7
follows_hospital,8,6
follows_state,8,6
font,8,6
forecast_components_of,8,7
forego,8,8
foreign_country,8,8
forensic,8,3
forfeiture_of,8,7
forgiveness,8,7
form_completion_instructions,8,8
form_described,8,6
form_granted_writing_department,8,7
form_information,8,7
form_instructions,8,8
form_medical,8,8
form_method,8,8
form_omb,8,6
formal_response,8,8
formalized,8,8
formatted_follows_member_beneficiary,8,8
formula_medicare_dsh_payments,8,8
formula_specified,8,8
formulation_of,8,7
forth_executive_order_regulatory,8,7
forth_subsection,8,7
foster_parents,8,6
found_document_titled_proposed,8,8
found_within,8,5
four_quarter_moving_average,8,7
fourth_proposed,8,7
fqhc_market_basket_fr,8,8
fqhc_must,8,7
fqhc_payment,8,5
fr_additionally,8,8
fr_discussion,8,8
fr_finalized_process,8,8
fr_new,8,8
fr_november,8,8
fr_purposes,8,8
fr_response,8,8
fr_stated_believe,8,8
frail_older,8,5
frailty_adjustment,8,2
fraud_prevention,8,4
free_exercise,8,7
free_standing,8,6
freedom_of_choice_of,8,8
frequently_every,8,6
frequently_performed,8,7
frequently_reported,8,7
frontier,8,6
ft,8,4
fte_counts,8,4
fulfill_statutory,8,8
full_conversion,8,5
full_ms,8,4
full_name,8,7
full_part,8,6
full_period,8,7
fully_comply,8,8
fully_integrated,8,5
function_mental,8,7
function_supplies,8,6
functional_competency,8,8
functional_competency_may_differ,8,4
functional_outcome_measure_change,8,4
functional_score,8,6
functional_social,8,8
functions_required,8,8
functions_standards,8,8
functions_within,8,7
fund_department,8,8
funded_medicaid,8,7
funded_services,8,8
funds_may,8,8
funds_necessary,8,8
funds_provided,8,6
furnish_bill,8,8
furnish_maintenance_therapy_services,8,5
furnished_enrollees,8,7
furnished_state,8,7
furnished_supervision,8,7
furnished_telehealth,8,8
furnishing_ccm,8,2
furnishing_of_dhs,8,7
furthermore_hospitals,8,8
furthermore_noted,8,8
furthermore_rule,8,8
fused,8,6
future_adjustments,8,8
future_measure,8,6
future_rulemaking_consideration_of,8,8
fy_fixed_loss_amount,8,4
fy_fy_fy_ipps,8,8
fy_ltch_cases_used,8,3
fy_migration,8,4
fy_ms_drg_classifications,8,3
fy_ms_drgs,8,4
fy_payment_determination_finalizing,8,6
fy_payment_determination_fr,8,7
fy_payment_determination_remove,8,2
fy_result_increase_estimated,8,3
fy_wage_index_hospitals,8,5
fy_wage_index_values,8,8
g_of_section,8,6
gallbladder,8,3
gastrointestinal_endoscopy,8,6
geller,8,4
general_acute,8,8
general_management,8,5
general_matter,8,8
general_medicare,8,8
general_operations_manager,8,5
general_overview,8,8
generalized_anxiety,8,4
generally_assigned,8,8
generally_must,8,8
generally_refer,8,7
generally_require,8,8
generally_use,8,8
generator_carrier_processor_collector,8,3
generators_carriers_processors_collectors,8,3
genes,8,4
geographic_area_compared_applicable,8,7
geometric,8,8
get_help_information,8,8
get_indirect,8,8
given_calendar_year,8,7
given_patient_caregiver_median,8,8
given_state,8,8
given_various,8,8
gland,8,5
global_code,8,7
global_procedures,8,5
global_ratings,8,4
gme_fte,8,4
gme_funds,8,4
gme_innovations,8,3
go_effect,8,8
goals_treatment_preferences,8,5
gold,8,6
governing_body_designated_person,8,5
governmental_agencies,8,8
governmental_entities,8,7
gp_go,8,3
gpro_web_interface_measures,8,4
gpro_web_interface_reporting,8,6
grade_of,8,8
graduates,8,5
grafix,8,4
grams_of_mixture_containing,8,3
grant_exceptions,8,7
grant_waiver,8,8
grants_secretary,8,8
great_deal,8,8
great_majority_of_hospitals,8,8
greater_average,8,7
greater_cost,8,7
greater_percent_of_providers,8,8
greatly_increases,8,7
greatly_reduce,8,8
grew,8,4
grievance_now,8,2
grievance_policy,8,4
ground_ambulance_organizations_stated,8,6
group's_quality,8,5
group_also,8,8
group_assigned,8,8
group_c,8,7
group_example,8,7
group_may_experience_different,8,8
group_practice_members,8,5
group_practice_must_report,8,3
group_practice_reporting_option,8,7
group_report,8,6
group_size,8,8
group_therapy_counseling_least,8,3
grouper_version,8,6
groupings_model_pdgm,8,7
groups_of_eligible_professionals,8,6
groups_si,8,5
groups_via,8,6
guardian_parent,8,8
guardian_s,8,5
guests,8,8
guidance_federal,8,7
guidelines_also,8,7
guidelines_guidelines,8,4
guidelines_peer_reviewed_evidence,8,3
guilt,8,5
h_standard,8,5
hac_reduction_program_beginning,8,8
hac_reduction_program_therefore,8,5
hac_score,8,5
half_hour,8,4
hand_hygiene,8,6
handicapped,8,7
happened,8,8
hardcopy,8,4
harm_caused,8,8
harm_patient,8,8
harmonizing,8,5
hbp,8,5
hcahps_survey_measure,8,7
hcbs_state,8,7
hco_payments_site_neutral,8,3
hcpcs_code_cy_long,8,5
hcpcs_codes_subject_multiple,8,3
hcris_extract,8,5
head_brain,8,5
head_ct,8,7
head_start,8,7
health_agency_hha_center.html,8,8
health_automated_medicaid_processing,8,8
health_behavior_intervention_family,8,2
health_behavior_intervention_minutes,8,2
health_care_disparities,8,8
health_care_institutions,8,7
health_care_organizations,8,8
health_care_professional_including,8,2
health_care_professionals_advisory,8,8
health_care_services_date,8,8
health_certification,8,8
health_clinical,8,5
health_clinical_data_exchange,8,5
health_concerns,8,7
health_equity_beneficiaries_minimizing,8,8
health_facility's_agency's,8,5
health_facility_agency_employee,8,4
health_facility_agency_may,8,7
health_facility_means_health,8,7
health_home_benefit,8,6
health_information_technology_economic,8,8
health_insurance_program_reauthorization,8,8
health_plan_responsible,8,5
health_professional_licensed_registered,8,8
health_safety_of_individuals,8,8
health_setting,8,8
health_start,8,7
healthcare_delivery,8,8
healthcare_settings,8,7
healthy_living,8,8
healthy_michigan_plan_date,8,8
heard_concerns,8,7
hearing_impaired,8,8
hearing_system,8,6
hearing_vision_impairments,8,2
hearing_vision_testing_screening,8,3
heart_assist_devices,8,2
heart_assist_system_ms,8,2
heated,8,8
heel,8,8
held_accountable,8,7
help_identify,8,8
help_improve,8,8
help_provide,8,8
helping_people,8,8
hematocrit,8,8
hematological,8,5
hemodialyzer_reuse,8,7
hemodialyzers,8,5
hemodynamic,8,7
hemoglobin_hematocrit,8,4
heparin,8,6
heterogeneous,8,7
hh_pps_account_area,8,8
hh_qrp_including,8,8
hh_services_provided_rural,8,7
hha_aos,8,4
hha_cms,8,7
hha_personnel,8,8
hhas_episodes,8,8
hhas_hhas,8,8
hhas_participating_hhvbp_model,8,2
hhas_use,8,8
hhc,8,4
hhcahps_eligible,8,8
hhcahps_requirements,8,5
hhqrp,8,6
hhs's_practice_interpreting_rfa,8,8
hhs_department_of_health,8,8
hhs_nominated_improvement_activities,8,4
high_categorical,8,6
high_comorbidity,8,5
high_performers,8,5
high_pressure,8,7
high_risk_populations,8,7
higher_combined_quality_cost,8,3
higher_paying,8,5
higher_standard,8,6
higher_value,8,8
highest_quartile,8,7
highly_enriched_uranium,8,7
highly_uncertain,8,8
hinesville_ga_cbsa,8,8
hipaa_transactions,8,4
hire_msw,8,4
hiring_of,8,7
histocompatibility_laboratories,8,7
history_ac_ac_ac,8,5
history_check_federal_bureau,8,4
history_exam,8,4
history_of_opps,8,6
hiv_hbv,8,8
hmp,8,7
home_administrator,8,5
home_delivered_meals,8,7
home_health_agency_submit,8,6
home_health_care_cahps,8,8
home_health_patients_ineligible,8,4
home_health_payment_rates,8,6
home_health_resource_group,8,8
home_health_services_must,8,8
home_health_services_required,8,7
home_hospice,8,7
home_least,8,8
home_nursing,8,8
home_office_related_party,8,5
homogeneity,8,7
hospice's_governing,8,4
hospice_aide_homemaker_services,8,6
hospice_conditions_of_participation,8,5
hospice_wide,8,5
hospital's_annual,8,8
hospital's_cah's_inpatient_emergency,8,5
hospital's_case_mix,8,8
hospital's_cost_report_equal,8,5
hospital's_emergency,8,7
hospital's_fte,8,5
hospital's_geographic_home_area,8,2
hospital's_target,8,5
hospital's_wage_index,8,4
hospital_based_determination,8,4
hospital_bill,8,8
hospital_claims_data_cy,8,7
hospital_compare_consideration_of,8,8
hospital_eligibility,8,7
hospital_emergency,8,8
hospital_files,8,6
hospital_groups,8,8
hospital_meets_discharge_criterion,8,3
hospital_newborn,8,7
hospital_notified,8,5
hospital_observation_care,8,5
hospital_onset_mrsa_bacteremia,8,2
hospital_otherwise,8,8
hospital_readmissions_payment_adjustment,8,3
hospital_unit,8,8
hospital_vbp_program_performance,8,6
hospitalized_adults,8,7
hospitals_assigned,8,6
hospitals_associated,8,7
hospitals_benefit,8,5
hospitals_billing,8,5
hospitals_cahs_rule,8,7
hospitals_certain,8,7
hospitals_demonstrate,8,6
hospitals_effective,8,7
hospitals_implement,8,8
hospitals_large,8,4
hospitals_low,8,6
hospitals_meet_procedural_deadlines,8,4
hospitals_mhps,8,4
hospitals_of_hospitals,8,6
hospitals_opportunity,8,8
hospitals_option,8,7
hospitals_paid_based,8,7
hospitals_participating_demonstration,8,6
hospitals_perform,8,6
hospitals_providers_suppliers_small,8,8
hospitals_receive_score_domains,8,4
hospitals_required_report_one,8,6
hospitals_residents,8,8
hospitals_serve_disproportionate_share,8,6
hospitals_skilled_nursing_facilities,8,8
hospitals_two,8,7
hospitals_voluntarily,8,7
hosted,8,6
hour_computer_systems_analyst,8,7
hour_lpn,8,7
hours_adults,8,6
hours_burden_hours_non,8,4
hours_develop,8,7
hours_per_state,8,3
hours_table,8,6
however_burden_estimates_updated,8,3
however_concerns,8,8
however_consistent,8,6
however_disagree,8,8
however_explained,8,8
however_finalize,8,8
however_order,8,7
however_provided,8,8
however_received,8,7
however_several,8,8
hr_shown_table_using,8,8
hsw_enrollees,8,5
hsw_service,8,7
https_www.whitehouse.gov,8,7
huang,8,6
hub,8,3
human_assistance,8,7
hybrid_hospital,8,6
hypertensive_heart,8,2
hz,8,5
i.g_of,8,3
ibr_locations.html,8,3
icd_codes,8,5
ico_care_coordinators,8,6
icr_burden,8,7
icrs_contained_rule_condition,8,8
identifiable_information,8,7
identified_areas,8,7
identified_beneficiary’s,8,8
identified_state,8,7
identified_unique,8,5
identified_within,8,8
identifies_individual,8,8
identify_applicable,8,8
identify_changes_require_modification,8,7
identify_report,8,8
identities,8,7
idt_determines,8,4
idtf_pxrs,8,3
iep_individualized,8,8
igi_nationally_recognized_economic,8,7
ihs_global_insight_inc,8,8
ii.f_of_final_rule,8,7
ii_controlled,8,7
ii_make,8,7
ii_relationship_disorder,8,6
ii_screening,8,6
ii_total,8,6
ii_use,8,7
iii_applicable,8,8
iii_evidence,8,6
iii_following_applicable_beginning,8,2
iii_make,8,5
iii_provisions,8,8
illicit_drugs,8,8
illuminate,8,7
illustrated_following,8,5
imaging_results,8,3
imd_eff_june,8,8
imds,8,5
ime_direct,8,5
immediate_action,8,8
immediate_care,8,7
immediately_adjacent,8,8
immediately_adjacent_public_institution,8,4
immune_civil_liability,8,7
immune_system,8,5
immunization_information,8,6
immunization_information_system_capable,8,6
immunization_registry_reporting_electronic,8,3
immunological,8,4
impact_cost_icr_burden,8,8
impact_cy_physician,8,5
impact_of_phe,8,7
impact_resource,8,6
impacts_due,8,8
impacts_payments_others_due,8,8
impairs,8,8
implant_device,8,5
implantable_device,8,6
implantable_medical_devices,8,6
implement_budget,8,6
implement_one,8,5
implement_program,8,8
implementation_of_section_of,8,8
implemented_april,8,5
implemented_beginning,8,8
implemented_payments_beginning_cy,8,4
implemented_rule,8,8
implementing_program,8,8
importance_of_ensuring,8,8
importance_of_improving_beneficiary,8,8
important_ensure,8,8
important_factor,8,8
important_issues,8,7
important_measure,8,8
important_patient,8,8
important_understand,8,8
impose_administrative,8,6
imposing_sanctions,8,5
imprisonment,8,8
improve_accuracy,8,8
improve_beneficiary_outcomes_including,8,8
improve_consistency,8,7
improve_transparency,8,6
improved_quality_of_life,8,7
improved_quality_outcomes,8,7
improvement_bathing,8,5
improvement_organization,8,8
improvement_patient,8,6
improvement_programs,8,8
improvement_status_of_surgical,8,4
improving_access,8,8
impulsivity,8,4
inability_pay,8,7
inadvertently_included,8,6
inappropriate_use_nqf,8,8
incentive_amounts,8,8
incentive_arrangement,8,5
incentive_payment_amounts,8,8
incentive_payments_eligible_hospitals,8,6
incidence_prevalence,8,8
incident_drugs,8,2
include_actual,8,8
include_amounts,8,6
include_assurance,8,5
include_claims_run,8,2
include_codes,8,7
include_confidential,8,8
include_difference,8,5
include_discharges,8,7
include_language,8,8
include_limited_dual_eligibility,8,8
include_patient's,8,8
include_process_cooperation_collaboration,8,2
include_providing,8,8
include_provisions,8,8
include_separate,8,8
include_two,8,8
included_addendum,8,7
included_claims,8,7
included_clinical,8,8
included_cms,8,8
included_episodes,8,3
included_future,8,8
included_inpatient,8,6
included_objective,8,4
included_office,8,6
included_proposal,8,7
included_provider's,8,7
included_provision,8,8
includes_basic,8,4
includes_certain,8,8
includes_evaluation,8,6
includes_fluoroscopic_guidance_performed,8,2
includes_new,8,8
includes_patient,8,7
includes_related_paperwork_clerical,8,5
includes_specific,8,8
includes_treatment,8,8
including_ability,8,8
including_acos,8,8
including_co,8,8
including_designated,8,7
including_inpatient,8,8
including_instructions,8,8
including_list,8,8
including_ltchs,8,8
including_managed,8,8
including_meaningful,8,5
including_prescription,8,8
including_professional,8,7
including_protection,8,8
including_ruc,8,7
including_self,8,8
including_services_provided,8,8
including_submission_of,8,5
including_subsequent,8,8
including_substance,8,7
including_two,8,7
including_type,8,7
inclusion_proposed,8,8
income_assets,8,6
incomplete_inadequate,8,5
incorporate_estimate,8,6
incorporate_feedback,8,7
incorporates_statement,8,8
incorporating_health_information,8,7
increase_administrative,8,8
increase_awareness,8,5
increase_consumer_price_index,8,8
increase_federal,8,6
increase_flexibility,8,8
increase_intensity,8,8
increase_ipps,8,5
increase_likelihood,8,8
increase_opps,8,7
increase_performance,8,4
increase_reporting,8,8
increase_therapy,8,5
increase_time,8,7
increased_focus,8,8
increased_patient,8,6
increased_per,8,6
increased_resource,8,7
increases_risk,8,6
increasing_weight,8,6
increment_of,8,4
incremental_approach,8,8
incremental_cost,8,3
independence_plus,8,2
independence_productivity,8,8
independent_practitioner,8,7
independently_bill,8,4
independently_satisfy,8,3
index.html_https,8,8
index_amount,8,7
index_data_files,8,3
index_standardization,8,6
indexed_october,8,5
indexed_variable_costs,8,4
indian_health_care_provider,8,5
indicate_beneficiary,8,8
indicate_codes,8,7
indicate_individual,8,8
indicate_procedure,8,5
indicated_following,8,8
indicated_total,8,8
indicates_patient,8,8
indictment,8,5
indirect_allocator_indirect_pe,8,4
indirect_allocators,8,4
indirect_pe_methodology,8,6
indirect_scaling,8,4
individual's_mental,8,8
individual's_person,8,6
individual_chosen,8,8
individual_cmhsp,8,6
individual_covered,8,6
individual_direct_access_provides,8,4
individual_discharged,8,7
individual_engaged,8,8
individual_eps,8,3
individual_history,8,7
individual_items,8,8
individual_minimum,8,6
individual_paid,8,7
individual_participant,8,8
individual_previously,8,7
individual_requested,8,7
individual_served,8,8
individual_subject,8,7
individual_time,8,8
individual_understands,8,7
individual_violates,8,8
individualized_based,8,8
individualized_family,8,8
individuals_access,8,8
individuals_acute,8,7
individuals_currently,8,8
individuals_determined,8,7
individuals_entitled,8,8
individuals_living,8,7
individuals_need,8,8
individuals_responsible,8,8
individuals_substance_use_disorder,8,5
individuals_without,8,8
individual’s_preferences,8,8
indoor_radon_program_department,8,6
industry_workers,8,6
indwelling,8,5
inefficiencies,8,8
infant_death,8,5
infect,8,6
infection_control_precautions,8,7
infection_preventionist,8,7
infection_preventionist_s_infection,8,5
infections_among,8,7
infections_communicable_diseases,8,7
inflammatory_bowel_disease_ibd,8,4
inflate,8,7
inflated_charges,8,8
inform_participant,8,3
inform_public,8,8
informal_inquiry_process,8,3
informal_process,8,6
information_accurate,8,5
information_address,8,8
information_becomes,8,7
information_collection_request_omb,8,7
information_currently,8,8
information_detailed,8,8
information_entered,8,6
information_existing,8,6
information_full,8,8
information_help,8,8
information_hospice,8,6
information_inform,8,6
information_initial,8,8
information_performance,8,7
information_recent,8,8
information_regulatory,8,8
information_requirements_of,8,5
information_retrieval,8,4
information_security,8,8
information_set,8,8
information_stakeholders,8,8
information_supplied,8,8
information_technology_systems,8,7
information_topics,8,8
informed_choices,8,8
infrastructure_support,8,6
infusion_pump_supplies,8,8
infusion_therapy_ao's,8,7
infusion_therapy_ao_provide,8,4
inhalation_therapy,8,7
initial_applications,8,6
initial_comprehensive_assessment_of,8,7
initial_data_reporting_period,8,5
initial_development_of,8,7
initial_dsh,8,4
initial_hospital,8,3
initial_indirect_allocator_calculated,8,4
initial_patient,8,7
initial_reporting,8,6
initially_based_recent_audited,8,8
initiator,8,6
injectable_drugs_biological_products,8,4
injectables,8,6
injunctive,8,5
injury_prevention,8,6
inpatient_department,8,5
inpatient_routine,8,8
input_development,8,8
input_regarding,8,8
input_spades_received_november,8,8
input_standardized,8,8
inputs_cy,8,7
insertion_removal_insertion_removal,8,4
insertion_replacement,8,6
inspection_department,8,6
inspection_reports,8,5
installation_use,8,5
instead_believe,8,8
instructional_note,8,7
instructions_billing,8,7
instructions_patient,8,8
instructions_section,8,5
instructors,8,7
insufficient_data,8,8
insulin_pump,8,5
insurance_affordability,8,5
insurance_carrier,8,8
insurance_payments,8,8
insurance_programs,8,7
insured_days,8,6
insured_patients,8,5
insurmountable_barriers,8,6
integral_component,8,8
integrated_community,8,5
integrated_hospital,8,3
integrated_services,8,7
integration_of_patient_data,8,2
intelligence,8,7
intend_include,8,8
intend_revisit,8,7
intended_assist,8,8
intended_increase,8,8
intensities,8,5
intensity_also,8,8
intensive_care_unit_icu,8,7
intensive_crisis,8,7
intensive_crisis_stabilization,8,7
intensive_services,8,8
intent_use,8,7
inter_agency,8,4
interactive_communication,8,5
interactive_communications_technology,8,4
interbody_fusion,8,2
interim_apc,8,4
interim_data,8,4
interim_maintenance,8,3
interim_performance_scores,8,4
interim_reimbursement_request,8,4
interim_service,8,8
intermediary's,8,3
intermittent_continuous,8,4
intermittent_nursing,8,8
intermittently,8,8
internal_control_medicaid_contract,8,8
internal_data_sources,8,3
interoperability_performance_category_minimum,8,6
interpretation_of_diagnostic_radiology,8,6
interpretation_of_standardized_test,8,2
interrogation_device,8,3
interspace,8,3
intervening_years,8,8
intervention_services,8,8
interventions_including,8,8
intoxication_withdrawal,8,5
intraluminal,8,8
intraoperative_portion,8,2
intraoperative_services,8,7
intravascular,8,6
intravenous_therapy,8,5
intravenously,8,8
intrinsically,8,8
introductory_text_b_adding,8,5
introductory_text_introductory_text,8,7
investigations_of,8,8
investigators,8,8
investigatory,8,4
invited_public_comment_burden,8,8
involuntarily_terminates_advanced_apm,8,2
involuntary_inpatient_treatment,8,2
involved_reviewing,8,7
involving_patient,8,7
involving_resident,8,6
ipfs_irfs,8,4
ipps_acute_care_hospital,8,8
ipps_market_basket_cost,8,3
ipps_market_basket_update,8,6
ipps_ry_ltch_pps,8,8
ipps_standardized,8,5
irregularity,8,4
isotope,8,7
issue_also,8,8
issue_final_rule,8,7
issue_guidance,8,8
issue_identify_policy_solutions,8,8
issue_notice,8,7
issued_american,8,5
issued_cy,8,8
issued_guidance,8,8
issued_omb,8,8
issued_within,8,7
issues_arise,8,8
issues_decision,8,7
issues_pertaining,8,8
issues_proposed,8,8
item_question,8,5
item_set,8,5
items_covered,8,8
items_currently,8,8
items_direct_pe_database,8,4
items_include,8,8
iterative,8,8
iv_misdemeanor,8,4
ivc,8,3
ix_x,8,6
j.m_et_al,8,5
j_clin_oncol,8,5
j_gen_intern_med,8,7
j_med,8,8
january_april,8,8
january_available,8,7
january_claims_development_page,8,8
january_cy_opps_asc,8,6
january_p,8,3
january_popular_name_act,8,8
january_proposed_regulation,8,7
jimmo_sebelius,8,5
jj,8,8
joint_replacement_model,8,7
joint_using_nanotextured_surface,8,2
journal_article,8,4
judgement,8,7
judgments_interventions,8,8
july_compiler's_note_repealed,8,8
july_cy,8,7
july_federal_register_section,8,8
july_final,8,8
july_start_date,8,6
junior,8,6
jurisdiction_immunization_registry_immunization,8,4
jurisdiction_issues,8,7
justification_of,8,7
justification_proposed,8,7
k_injection,8,2
key_clinical,8,7
kidney_urinary_tract_diagnoses,8,3
know_many,8,7
knowingly_intentionally,8,5
known_hospital,8,5
known_state,8,7
kyphosis,8,2
l_enacted_august_significantly,8,8
l_enacted_december_amended,8,8
l_s,8,4
labor_associated,8,7
labor_camp,8,4
labor_labor,8,5
labor_portion_applicable_wage,8,8
labor_portion_percent_multiply,8,8
labor_share,8,7
laboratories_medicare_reporting_recordkeeping,8,8
laboratory_imaging,8,5
laboratory_result_reporting_measure,8,5
laboratory_specimens,8,6
laboratory_status,8,6
lack_of_data,8,7
lactation_consultant,8,5
laminectomy_facetectomy_foraminotomy_unilateral,8,4
language_assistance,8,6
language_final,8,8
language_hearing_association,8,6
language_pathology_services_radiology,8,8
lansing_michigan,8,6
largely_due,8,5
larger_volume_cohorts,8,2
laryngeal,8,7
laser_surgery,8,6
