cmit_id,nqf_id,cms_ecqm_id,qnbr_id,qcdr_id,other_id,measure_title,measure_description,measure_numerator,measure_denominator,cat_nqs_domain,key_access,key_decision,key_planning,key_risk,key_unrestrict,key_er,key_coordination,key_continuity,key_readmission,key_sud,key_mental_health,key_domains,set_medicaid,set_hedis,set_cahps,set_pbip,set_ccbhc,set_ipfqr,set_core_bh,select_programs,total_programs,is_ecqm
5791,NA,NA,NA,NA,NA,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment (eCQM),"Percentage of patients 13 years of age and older with a new episode of alcohol or other drug abuse or (AOD) dependence who received the following. Two rates are reported.

a. Percentage of patients who initiated treatment including either an intervention or medication for the treatment of AOD abuse or dependence within 14 days of the diagnosis

b. Percentage of patients who engaged in ongoing treatment including two additional interventions or a medication for the treatment of AOD abuse or dependence within 34 days of the initiation visit. For patients who initiated treatment with a medication, at least one of the two engagement events must be a treatment intervention.","Numerator 1: Initiation of treatment includes either an intervention or medication for the treatment of AOD abuse or dependence within 14 days of the diagnosis

Numerator 2: Engagement in ongoing treatment includes two additional interventions or a medication for the treatment of AOD abuse or dependence within 34 days of the initiation visit. For patients who initiated treatment with a medication, at least one of the two engagement events must be a treatment intervention (i.e., engagement for these members cannot be satisfied with medication treatment alone).","Patients age 13 years of age and older who were diagnosed with a new episode of alcohol, opoid or other drug abuse or dependency during a visit between January 1 and November 14 of the measurement period",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,TRUE
5807,NA,NA,NA,NA,NA,Use of High-Risk Medications in the Elderly (eCQM),"Percentage of patients 65 years of age and older who were ordered high-risk medications. Two rates are reported.
1) Percentage of patients who were ordered at least one high-risk medication.
2) Percentage of patients who were ordered at least two of the same high-risk medication","Numerator 1: Patients with an order for at least one high-risk medication during the measurement period

Numerator 2: Patients with at least two orders for the same high-risk medication on different days during the measurement period",Patients 65 years and older who had a visit during the measurement period,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,5,TRUE
5811,0710,CMS159v8,0370,NA,NA,Depression Remission at Twelve Months (eCQM),The percentage of adolescent patients 12 to 17 years of age and adult patients 18 years of age or older with major depression or dysthymia who reached remission 12 months (+/- 60 days) after an index event.,Adolescent patients 12 to 17 years of age and adult patients 18 years of age and older who achieved remission at twelve months as demonstrated by a twelve month (+/- 60 days) PHQ-9 or PHQ-9M score of less than five,Adolescent patients 12 to 17 years of age and adult patients 18 years of age and older with a diagnosis of major depression or dysthymia and an initial PHQ-9 or PHQ-9M score greater than nine during the index event. Patients may be screened using PHQ-9 and PHQ-9M up to 7 days prior to the office visit (including the day of the office visit).,Effective Clinical Care,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,8,TRUE
5813,0104,NA,NA,NA,NA,Adult Major Depressive Disorder (MDD): Suicide Risk Assessment (eCQM),Percentage of patients aged 18 years and older with a diagnosis of major depressive disorder (MDD) with a suicide risk assessment completed during the visit in which a new diagnosis or recurrent episode was identified,Patients with a suicide risk assessment completed during the visit in which a new diagnosis or recurrent episode was identified,All patients aged 18 years and older with a diagnosis of major depressive disorder (MDD),NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,5,TRUE
5820,1365,CMS177v8,0382,NA,NA,Child and Adolescent Major Depressive Disorder (MDD): Suicide Risk-Assessment (eCQM),Percentage of patient visits for those patients aged 6 through 17 years with a diagnosis of major depressive disorder with an assessment for suicide risk,Patient visits with an assessment for suicide risk,All patient visits for those patients aged 6 through 17 years with a diagnosis of major depressive disorder,Patient Safety,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,6,TRUE
5848,3541,NA,NA,NA,NA,Annual Monitoring for Persons on Long-term Opioid Therapy,The percentage of individuals 18 years and older who are prescribed long-term opioid therapy and have not received a drug test at least once during the measurement year.,Individuals in the denominator who have not received a drug test during the measurement year.,"All patients 18 years of age and older, as of the end of the measurement period, continuously enrolled in a Qualified Health Plan product who were prescribed long-term opioid therapy during the measurement year.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
5881,3175,NA,NA,NA,NA,Continuity of Pharmacotherapy for Opioid Use Disorder (OUD),Percentage of adults aged 18 years and older with pharmacotherapy for opioid use disorder (OUD) who have at least 180 days of continuous treatment,Adults in the denominator who have at least 180 days of continuous pharmacotherapy with a medication prescribed for OUD without a gap of more than seven days.,Adults aged 18 years and older who had a diagnosis of OUD.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
5882,0418,CMS2v9,0134,NA,NA,Screening for Depression and Follow-Up Plan: Ages 12-17 (CDF-CH),"Percentage of beneficiaries ages 12 to 17 screened for clinical depression on the date of the encounter using an age appropriate standardized depression screening tool, and if positive, a follow-up plan is documented on the date of the positive screen.","HYBRID SPECIFICATION: Beneficiaries screened for clinical depression using a standardized tool AND, if positive, a follow-up plan is documented on the date of the positive screen using one of the codes G8431 - Screening for clinical depression is documented as being positive and a follow-up plan is documented or G8510 - Screening for clinical depression is documented as negative, a follow-up plan is not required.","HYBRID SPECIFICATION: Beneficiaries ages 12 to 17 who had an outpatient visit during the measurement year. Codes to Identify Outpatient Visits CPT: 90791, 90792, 90832, 90834, 90837, 92625, 96116, 96118, 96150, 96151, 97165, 97166, 97167, 99201, 99202, 99203, 99204, 99205, 99212, 99213, 99214, 99215 HCPCS: G0101, G0402, G0438, G0439, G0444",Community/Population Health,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,6,TRUE
5887,3389,NA,NA,NA,NA,Concurrent Use of Opioids and Benzodiazepines (COB-AD),Percentage of Medicaid beneficiaries age 18 and older with concurrent use of prescription opioids and benzodiazepines.,"The number of individuals from the denominator with: 
 Two or more prescription claims for any benzodiazepine (Table COB-B) with unique dates of service, AND
 Concurrent use of opioids and benzodiazepines for 30 or more cumulative days. 
Table COB-B. Benzodiazepinesa
Benzodiazepine Medications 
Alprazolam
Chlordiazepoxide
Clobazam
Clonazepam Clorazepate 
Diazepam
Estazolam
Flurazepam Lorazepam
Midazolam 
Oxazepam
Quazepam Temazepam
Triazolam","Age 18 and older as of January 1 of the measurement year. Identify individuals with 2 or more prescriptions for opioids (Table COB-A) with unique dates of service, for which the sum of the days supply is 15 or more during the measurement year.
Exclude individuals who met at least one of the following during the measurement year: 
 Hospice
 Cancer Diagnosis Table COB-A. Opioid Medications
Opioid Medications 
Buprenorphinec
Butorphanol
Codeine
Dihydrocodeine
Fentanyld Hydrocodone
Hydromorphone
Levorphanol
Meperidine
Methadone Morphine
Opium
Oxycodone Oxymorphone
Pentazocine
Tapentadol
Tramadol",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE
5891,0576,NA,0391,NA,NA,Follow-Up After Hospitalization for Mental Illness: Ages 6-17 (FUH-CH),"Percentage of discharges for children ages 6 to 17 who were hospitalized for treatment of selected mental illness diagnoses and who had a follow-up visit with a mental health practitioner. Two rates are reported.
 Percentage of discharges for which children received follow-up within 30 days of discharge
 Percentage of discharges for which children received follow-up within 7 days of discharge","30 Day Follow-up: A follow-up visit with a mental health practitioner within 30 days after discharge. Do not include visits that occur on the date of discharge.
7 Day Follow-up: A follow-up visit with a mental health practitioner within 7 days after discharge. Do not include visits that occur on the date of discharge.
For both indicators, any of the following meet criteria for a follow-up visit:
 A visit (FUH Stand Alone Visits Value Set) with a mental health practitioner, with or without a telehealth modifier (Telehealth Modifier Value Set) 
 A visit (FUH Visits Group 1 Value Set with FUH POS Group 1 Value Set) with a mental health practitioner, with or without a telehealth modifier (Telehealth Modifier Value Set) 
 A visit (FUH Visits Group 2 Value Set with FUH POS Group 2 Value Set) with a mental health practitioner, with or without a telehealth modifier (Telehealth Modifier Value Set)
 A visit in a behavioral healthcare setting (FUH RevCodes Group 1 Value Set)
 A visit in a non-behavioral healthcare setting (FUH RevCodes Group 2 Value Set) with a mental health practitioner
 A visit in a non-behavioral healthcare setting (FUH RevCodes Group 2 Value Set) with a diagnosis of mental illness (Mental Illness Value Set)Transitional care management services (Transitional Care Management Services Value Set), with or without a telehealth modifier (Telehealth Modifier Value Set)","Ages 6 to 20 as of date of discharge. An acute inpatient discharge with a principal diagnosis of mental illness (Mental Illness Value Set) on or between January 1 and December 1 of the measurement year. 
To identify acute inpatient discharges:
1. Identify all acute and nonacute inpatient stays (Inpatient Stay Value Set).
2. Exclude nonacute inpatient stays (Nonacute Inpatient Stay Value Set).
3. Identify the discharge date for the stay to determine whether it falls on or between January 1 and December 1 of the measurement year.
The denominator for this measure is based on discharges, not on beneficiaries. If beneficiaries have more than one discharge, include all discharges on or between January 1 and December 1 of the measurement year.
If the discharge is followed by readmission or direct transfer to an acute inpatient care setting for a principal mental health diagnosis (Mental Health Diagnosis Value Set) within the 30-day follow-up period, count only the last discharge. Exclude both the initial discharge and the readmission/direct transfer discharge if the last discharge occurs after December 1 of the measurement year.
To identify readmissions and direct transfers to an acute inpatient care setting:
1. Identify all acute and nonacute inpatient stays (Inpatient Stay Value Set).
2. Exclude nonacute inpatient stays (Nonacute Inpatient Stay Value Set). 
3. Identify the admission date for the stays to determine whether they fall after December 1 of the measurement year.",Communication and Care Coordination,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,5,8,FALSE
5892,0004,NA,NA,NA,NA,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment (IET-AD),"Percentage of Medicaid beneficiaries age 18 and older with a new episode of alcohol or other drug (AOD) abuse or dependence who received the following: 
 Initiation of AOD Treatment. Percentage of beneficiaries who initate treatment through an inpatient AOD admission, outpatient visit, intensive outpatient encounter or partial hospitalization, telehealth, or medication assisted treatment (MAT) within 14 days of the diagnosis 
 Engagement of AOD Treatment. Percentage of beneficiaries who initiate treatment and who had two or more additional AOD services or MAT within 34 days of the initiation visit","Initiation of AOD treatment through an inpatient admission, outpatient visit, telehealth, intensive outpatient encounter, or partial hospitalization or MAT within 14 days of the IESD.
If the Index Episode was an inpatient discharge (or an ED visit that resulted in an inpatient stay), the inpatient stay is considered initiation of treatment and the beneficiary is compliant.
If the Index Episode was an outpatient, intensive outpatient, partial hospitalization, telehealth, detoxification, or ED visit, the beneficiary must have an inpatient admission, outpatient visit, intensive outpatient encounter, or partial hospitalization, with a diagnosis of AOD abuse or dependence, on the IESD or in the 13 days after the IESD (14 total days). If the IESD and the initiation visit occur on the same day, they must be with different providers in order to count. Any of the following code combinations meet criteria:
 An acute or nonacute inpatient admission with a diagnosis matching the IESD diagnosis cohort using one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set. To identify acute and nonacute inpatient admissions:
1. Identify all acute and nonacute inpatient stays (Inpatient Stay Value Set).
2. Identify the admission date for the stay.
 IET Stand Alone Visits Value Set with a diagnosis matching the IESD diagnosis cohort using one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set, with or without a telehealth modifier (Telehealth Modifier Value Set)
 IET Visits Group 1 Value Set with IET POS Group 1 Value Set and a diagnosis matching the IESD diagnosis cohort using one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set with or without a telehealth modifier (Telehealth Modifier Value Set)
 IET Visits Group 2 Value Set with IET POS Group 2 Value Set and and a diagnosis matching the IESD diagnosis cohort using one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set with or without a telehealth modifier (Telehealth Modifier Value Set). A telephone visit (Telephone Visit Value Set) with a diagnosis matching the IESD diagnosis cohort using one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set
 An online assessment (Online Assessments Value Set) set with a diagnosis matching the IESD diagnosis cohort using one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set
 If the Index Episode was for a diagnosis of alcohol abuse or dependence (Alcohol Abuse and Dependence Value Set) a MAT dispensing event (MAT for Alcohol Abuse or Dependence Medications List available at http://www.ncqa.org/hedis-quality-measurement/hedis-measures/hedis-2018) or a claim for MAT (Medication Assisted Treatment Value Set)
 If the Index Episode was for a diagnosis of opioid abuse or dependence (Opioid Abuse and Dependence Value Set) a MAT dispensing event (MAT for Opioid Abuse or Dependence Medications List available at http://www.ncqa.org/hedis-quality-measurement/hedis-measures/hedis-2018) or a claim for MAT (Medication Assisted Treatment Value Set)
If a beneficiary is compliant for the Initiation numerator for any diagnosis cohort (i.e., alcohol, opioid, other drug), count the beneficiary once in the Total Initiation numerator. If the beneficiary is compliant for multiple cohorts, only count the beneficiary once in the Total Initiation Numerator. The Total column is not the sum of the diagnosis columns.","Age 18 and older as of December 31 of the measurement year. New episode of AOD abuse or dependence during the Intake Period.
Follow the steps below to identify the eligible population, which is the denominator for both rates.
Step 1
Identify the Index Episode. Identify all Medicaid beneficiaries in the specified age range who during the Intake Period had one of the following:
 An outpatient visit, telehealth, intensive outpatient visit, or partial hospitalization with a diagnosis of AOD abuse or dependence. Any of the following code combinations meet criteria:
 IET Stand Alone Visits Value Set with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set, with or without a telephone modifier (Telehealth Modifier Value Set)
 IET Visits Group 1 Value Set with IET POS Group 1 Value Set and with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set, with or without a telehealth modifier (Telehealth Modifier Value Set)
 IET Visits Group 2 Value Set with IET POS Group 2 Value Set and with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependency Value Set, with or without a telehealth modifier (Telehealth Modifier Value Set)
 A detoxification visit (Detoxification Value Set) with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Above and Dependence Value Set
 An ED visit (ED Value Set) with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set
 An acute or nonacute inpatient discharge with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set.. To identify acute and nonacute inpatient discharges:
1. Identify all acute and nonacute inpatient stays (Inpatient Stay Value Set).
2. Identify the discharge date for the stay.
 A telephone visit (Telephone Visits Value Set) with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set
 An online assessment (Online Assessments Value Set) with one of the following: Alcohol Abuse and Dependence Value Set, Opioid Abuse and Dependence Value Set, Other Drug Abuse and Dependence Value Set
For Medicaid beneficiaries with more than one episode of AOD abuse or dependence, use the first episode. 
For Medicaid beneficiaries whose first episode was an ED visit that resulted in an inpatient stay, use the diagnosis from the ED visit to determine the diagnosis cohort and use the inpatient discharge date as the IESD. When an ED visit and an inpatient stay are billed on separate claims, the visit results in an inpatient stay when the admission date for the inpatient stay occurs on the ED date of service or one calendar day after. An ED visit billed on the same claim as an inpatient stay is considered a visit that resulted in an inpatient stay. 
Step 2
Select the Index Episode and stratify based on age and AOD diagnosis cohort. If the beneficiary has a claim with a diagnosis of alcohol abuse or dependence (Alcohol Abuse and Dependence Value Set), place the beneficiary in the alcohol cohort. If the beneficiary has a diagnosis of opioid abuse or dependence (Opioid Abuse and Dependence Value Set), place the beneficiary in the opioid cohort. If the beneficiary has a drug abuse or dependence that is neither for opioid or alcohol (Other Drug Abuse and Dependence Value Set), place the beneficiary in the other drug cohort. If the beneficiary has multiple substance use diagnosis on the same claim, report the beneficiary in all AOD diagnosis stratifications for which they meet criteria. 
Step 3
Test for Negative Diagnosis History. Exclude Medicaid benefi",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4,5,FALSE
5897,3400,NA,NA,NA,NA,Use of Pharmacotherapy for Opioid Use Disorder (OUD-HH),"The percentage of Medicaid beneficiaries ages 18 to 64 with an OUD who filled a prescription for or were administered or ordered an FDA-approved medication for the disorder during the measure year. The measure will report any medications used in medication-assisted treatment of opioid dependence and addiction and four separate rates representing the following types of FDA-approved drug products: buprenorphine; oral naltrexone; long-acting, injectable naltrexone; and methadone.",Medicaid beneficiaries ages 18 to 64 with an OUD who filled a prescription for or were administered or ordered an FDA-approved medication for the disorder during the measure year.,"Number of Medicaid beneficiaries with at least one encounter with a diagnosis of opioid abuse, dependence, or remission (primary or other) at any time during the measurement year.",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,FALSE
6034,NA,NA,NA,NA,NA,Total Normalized Composite Change in Self-Care,Report the magnitude of patient change (either improvement or decline) across six self-care and three mobility patient outcomes.,"The total normalized change in self-care functioning across six OASIS items (grooming, bathing, upper & lower body dressing, toilet hygiene, and eating)","A prediction model is computed at the episode level. The predicted value for the HHA and the national value of the predicted values are calculated and are used to calculate the risk-adjusted rate for the HHA, which is calculated using this formula: HHA Risk Adjusted = HHA Observed + National Predicted HHA Predicted.",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
6037,NA,NA,NA,NA,NA,Query of Prescription Drug Monitoring Program (PDMP),"For at least one Schedule II opioid electronically prescribed using CEHRT during the performance period, the MIPS eligible clinician uses data from CEHRT to conduct a query of a PDMP for prescription drug history, except where prohibited and in accordance with applicable law.",The number of Schedule II opioids prescriptions in the denominator for which data from CEHRT is used to conduct a query of a PDMP for prescription drug history except where prohibited and in accordance with applicable law.,Number of Schedule II opioids electronically prescribed using CEHRT by the MIPS eligible clinician during the performance period.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
6038,NA,NA,NA,NA,NA,Verify Opioid Treatment Agreement,"For at least one unique patient for whom a Schedule II opioid was electronically prescribed by the MIPS eligible clinician using CEHRT during the performance period, if the total duration of the patient s Schedule II opioid prescriptions is at least 30 cumulative days within a 6-month look-back period, the MIPS eligible clinician seeks to identify the existence of a signed opioid treatment agreement and incorporates it into the patient s electronic health record using CEHRT.","The number of unique patients in the denominator for whom the MIPS eligible clinician seeks to identify a signed opioid treament agreement and, if identified, incorporates the agreement in CEHRT. A numerator of at least one is required to fulfill this measure.",Number of unique patients for whom a Schedule II opioid was electronically prescribed by the MIPS eligible clinician using CEHRT during the performance period and the total duration of Schedule II opioid prescriptions is at least 30 cumulative days as identified in the patient's medication history request and response transactions during a 6-month look-back period.,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,FALSE
6040,1789,NA,0458,NA,NA,"Risk-Standardized, All Condition Readmission",Risk-adjusted percentage of Accountable Care Organization (ACO) assigned beneficiaries who were hospitalized and readmitted to a hospital within 30 days of discharge from the index hospital admission.,"Risk-adjusted unplanned readmissions at a non-Federal, short-stay, acute-care or critical access hospital, within 30 days of discharge from the index admission included in the denominator.","All relevant hospitalizations for ACO assigned beneficiaries aged 65 or older at non-Federal, short-stay acute-care or critical access hospitals.",Communication and Care Coordination,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,FALSE
6094,0576,NA,0391,NA,NA,Follow-Up After Hospitalization for Mental Illness (FUH-HH),"The percentage of discharges for Health Home enrollees 6 years of age and older who were hospitalized for treatment of selected mental illness diagnoses and who had a follow-up visit with a mental health practitioner. Two rates are reported: 

- The percentage of discharges for which the patient received follow-up within 30 days of discharge 
- The percentage of discharges for which the patient received follow-up within 7 days of discharge.","30-Day Follow-Up: A follow-up visit with a mental health practitioner within 30 days after discharge. 

7-Day Follow-Up: A follow-up visit with a mental health practitioner within 7 days after discharge.","Discharges from an acute inpatient setting (including acute care psychiatric facilities) with a principal diagnosis of mental illness during the first 11 months of the measurement year (i.e., January 1 to December 1) for patients 6 years and older.",Communication and Care Coordination,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,5,8,FALSE
